elapsed,transform.translation.x,transform.translation.y,transform.translation.z
2.199084336,0.113695660641,0.042033151733,1.34581520069
2.340237306,0.111665741555,0.0402423608155,1.34603888244
2.445742003,0.0958131798175,0.0389966885394,1.34949487474
2.573050823,0.114042127667,0.00105180070066,1.34488619531
2.698167964,0.11794255192,0.0411414304408,1.34523265708
2.813370622,0.105707055662,0.038073515807,1.34724616159
2.825956936,0.105707055662,0.038073515807,1.34724616159
2.892803083,0.114910416071,0.0395193311845,1.34506951448
2.956055719,0.104211079643,0.0249028025944,1.34680237124
3.082783013,0.0960315369695,0.0239586347661,1.34879467864
3.093581071,0.0960315369695,0.0239586347661,1.34879467864
3.229068112,0.0918526789869,0.0320124874864,1.3496911744
3.350824589,0.104325066143,0.0158311528427,1.34689107327
3.362904026,0.104325066143,0.0158311528427,1.34689107327
3.485459309,0.11589509622,0.0424148475423,1.34513005484
3.560830194,0.104476884431,0.0468364169269,1.34695522727
3.699304342,0.102188755363,0.0349730067411,1.34835963652
3.811142678,0.105426958914,0.0339319954375,1.34744552487
3.824564998,0.105426958914,0.0339319954375,1.34744552487
3.944410351,0.106060176636,0.0482363800151,1.34706498366
3.958413635,0.106060176636,0.0482363800151,1.34706498366
4.092647379,0.105329207892,0.0445165624648,1.34731829693
4.149401867,0.100560384858,0.0541457256981,1.3479625579
4.234554017,0.0860072266106,0.0360601544833,1.35058656826
4.360845063,0.101006144382,0.0463785376612,1.34797200364
4.415023113,0.103899852956,0.043747031308,1.34781357291
4.499005344,0.0933968194115,0.0286372752305,1.34914907601
4.613202448,0.0923521776755,0.0218587307897,1.34986249694
4.62395935,0.0923521776755,0.0218587307897,1.34986249694
4.75786915,0.0947357497011,0.0257443158118,1.34886443743
4.880381645,0.104902455237,0.0394922150715,1.34698545404
4.893346888,0.104902455237,0.0394922150715,1.34698545404
5.026103894,0.109120871773,0.0382278783562,1.34621735621
5.080936287,0.10405331563,0.0360688597596,1.34761366122
5.147656543,0.098289463557,0.0446239570388,1.34838484807
5.159309352,0.098289463557,0.0446239570388,1.34838484807
5.295335862,0.105804457913,0.0529908878955,1.34695631213
5.458830255,0.110935187973,0.041910566295,1.34613432057
5.629254027,0.109415326636,0.0374864613835,1.346282903
5.791469168,0.10294472494,0.0387144700005,1.34748122992
