elapsed,transform.translation.x,transform.translation.y,transform.translation.z
10.364237815,0.0102525229269,0.0578668943353,0.109062989971
10.563794487,0.0119456120254,0.0546588511689,0.105110037457
10.763770968,-0.00713130574665,0.0704063671249,0.102836633818
10.963885129,0.020979579611,0.0471424900813,0.110773032874
11.163674979,0.0280136879841,0.037486784088,0.112133150498
11.363762401,0.0153071325869,0.0478890342335,0.105006029957
11.563805966,0.0251542247994,0.0373331043482,0.110308338102
11.764044651,0.0107629519667,0.0482052543061,0.109287784099
11.963659324,0.0180937064863,0.0568902035781,0.111276362588
12.163991618,0.0147220463302,0.0567230847054,0.0987655774528
12.3638246,0.0121850775093,0.0633712566657,0.105452654177
12.563875916,0.0211202991459,0.0589696445376,0.111166900438
12.763732833,0.01819576665,0.0269682998368,0.125135508025
12.963735022,0.00923478239854,0.0568449652349,0.108397853685
13.163712182,0.00796254250195,0.0509124677742,0.10832012127
13.364288047,0.0089933560939,0.0506489122685,0.105583968174
13.563974765,0.0116322040703,0.0495219387329,0.106522069589
13.764058413,0.025772689922,0.0470506756109,0.10400679388
13.964062648,0.00997358253824,0.0566809884953,0.105604613309
14.1636525,-0.0094321171272,0.0623398788617,0.104846479514
14.363680188,0.0167142533275,0.060229351725,0.105031846753
14.563672418,-0.00497004252683,0.059228356614,0.104213655204
14.763779005,0.0241732084055,0.0575773464522,0.0961162698419
14.963723889,-0.00559984058313,0.0495604965733,0.103367319829
15.16379271,-0.0241037785044,0.0269618718591,0.10180911616
15.365948961,0.0116755379363,0.0494672872807,0.0967693592269
15.563716724,0.0117601746402,0.0462286908555,0.108229300355
15.765699666,0.00483496254458,0.0449491153619,0.114649191543
15.964025318,0.0151143891687,0.0600373177585,0.120551244739
16.163727319,0.0031839003545,0.0723693279283,0.107538523972
16.366052034,0.0115043905835,0.0548689903285,0.0973749773521
16.563913847,0.0168514460827,0.0483274946313,0.0985711514738
16.764444875,0.0171187526587,0.0538132346947,0.111359543253
16.963647118,0.00877411755477,0.052091899539,0.108412869968
17.163667746,0.0141739822107,0.0625248560664,0.10141633148
17.36410259,0.00458870000819,0.0491998886784,0.084061008936
17.564225656,0.0138161236744,0.0563303460976,0.0994570097046
17.764998765,0.00952174080699,0.0450055214607,0.0948736388341
17.963789498,0.00673970720302,0.0523186097524,0.0958252271026
18.163925615,0.0179510383256,0.0571562154402,0.106406190525
18.364173423,0.00270472655708,0.0561482474036,0.0903267024531
18.563850557,0.0312979385962,0.0457064741463,0.117746237788
18.76388636,0.0161919501603,0.0376834505925,0.108397082319
18.963675427,0.00787409665253,0.0533428290968,0.106914091079
19.163716824,-0.00476469799174,0.0426854944641,0.0896747766561
19.364824825,0.0201780744921,0.0298934761545,0.091284222591
19.563683325,0.0152767889086,0.031066862003,0.0946009321773
19.763653257,0.00952086689142,0.0391826145265,0.0931491742676
19.963726651,-0.0135798154473,0.0487114645393,0.0955940117852
20.163644946,-0.000770098995135,0.0386869482805,0.0906929365988
20.363685273,0.0127210323788,0.0316827217678,0.0881790481632
20.564219613,0.00937591680454,0.0345812196087,0.090059514365
20.763952219,0.0112135816538,0.0452395713007,0.0872126471824
20.963807458,0.014141041606,0.0285455006463,0.09096337202
21.163695436,0.00862462447031,0.0589483563377,0.107215422983
21.363653299,-0.033024006949,0.0544882186482,0.122228195816
21.563963948,0.0230603261603,0.0436561737661,0.109796530675
21.763660109,0.0250063471979,0.0543042973154,0.104618811147
21.964020212,0.0237978492398,0.0619326931483,0.113027704925
22.163746458,0.00185290620544,0.0961472944835,0.116408042709
22.364001341,0.0229835546036,0.0733154166381,0.0952351434097
22.563932334,-0.0128660116995,0.0986479795182,0.113323063933
22.763686595,-0.0510474767225,0.0715770496658,0.0961242771059
22.964016146,0.0011717144778,0.0591264684088,0.129375526968
23.163721996,0.0792648877813,0.00977242586128,0.16313330721
23.363864874,0.19167451911,-0.0159796293339,0.149530141991
23.563867478,0.235627597513,-0.0591991256988,0.117911152657
23.763965253,0.293080460952,-0.065746392581,0.0311488518641
23.96393289,0.307267569517,-0.141890009204,0.0318464203399
24.164324694,0.31811580663,-0.0811114764382,0.0189968531779
24.364111779,0.226669314582,-0.0402299900996,0.140547701456
24.563713771,0.348503015509,0.0121718313413,-0.0323641644109
24.763682222,0.332030770199,0.0136685284722,-0.00583907998179
24.963726336,0.307462524826,0.0202437451955,0.0142279785351
25.16368874,0.365808024779,-0.0246638145307,0.0537426634636
25.363738479,0.485338129065,-0.0771201310899,0.067271819965
25.563679573,0.550270192664,-0.112699715527,0.0236591400958
25.763934325,0.550305931525,-0.133436496472,0.0128201612102
25.964007335,0.558087866415,-0.166721232804,0.00443487341603
26.163697236,0.569491814142,-0.156041519811,-0.00107025608404
26.363678476,0.573791055926,-0.145819592445,-0.00165435850252
26.566745328,0.567876269558,-0.138343646222,-0.00456749750483
26.764146133,0.567283723673,-0.129411077036,-0.00833531739648
26.963990502,0.553504699341,-0.111234874624,-0.0184623172002
27.163715844,0.591921470125,-0.143335399525,0.00213595150196
27.363768276,0.720133626318,-0.199713425227,0.0126105495519
27.566504384,0.759434930794,-0.242211717734,-0.0283459531463
27.76382197,0.762534366056,-0.284271050344,-0.0368513687071
27.963918297,0.759725360609,-0.307248410794,-0.0374681432849
28.164127188,0.77345228265,-0.295938731538,-0.0410555230793
28.36415643,0.784548882983,-0.276413410052,-0.0420575964167
28.567147057,0.780653047657,-0.255407560966,-0.0431668080788
28.764418044,0.775231549975,-0.230226728118,-0.0517253574184
28.965777551,0.76127558782,-0.208236766821,-0.0572377001787
29.163655545,0.761317098405,-0.216676596074,-0.0548856050353
29.363720784,0.909072853945,-0.302330191904,-0.0220483756846
29.563754367,0.948547839647,-0.349213938702,-0.0594040596612
29.763727179,0.935633292028,-0.389668664594,-0.0714074001629
29.964015861,0.924685431884,-0.421364406992,-0.0665574569239
30.163718784,0.931282187147,-0.426194843563,-0.0681014922119
30.363711222,0.950532999343,-0.406471815074,-0.0696677233815
30.563797436,0.948288279758,-0.384264540702,-0.0709987094969
